candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00384,rule,14b406330faeec70,rule,12.2,Remuneration,12.2,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#8d07e678f31946b480138afc03c73731,"£660,000",Monetary amount appears with threshold/trigger language.,"A firm that is not a small CRR firm or a small third country CRR firm must ensure that: (1) when an employee leaves the firm before retirement, any discretionary pension benefits are held by the firm for a period of five years in the form of instruments referred to in 15.15 ; and (2) when an employee reaches retirement, discretionary pension benefits are paid to the employee in the form of instruments referred to in 15.15 and subject to a five-year retention period, unless the: (A) total annual remuneration of the employee is no more than £660,000; and (B) annual variable remuneration of the employee is no more than 33% of the employee's total annual remuneration .",true,true,"£660,000",permission_or_exemption_condition,high,Remuneration cap is condition for exemption from pension benefit instrument/retention treatment.
cand-00385,rule,ff95a3cdeca2e0f9,rule,15.18,Remuneration,15.18,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#ea81e69208f54edf9752363153dc9e0a,"£660,000; £660,000 m",Monetary amount appears with threshold/trigger language.,"In the case of a variable remuneration component: (1) of £660,000 or more; or (2) payable to a director of a firm that is significant in terms of its size, internal organisation and the nature, scope and complexity of its activities; at least 40% of the first £660,000 and 60% of any amount in excess of £660,000 must be deferred on the basis set out in 15.17 .",true,true,"£660,000",other_threshold,high,Variable remuneration threshold determines deferral proportions and excess treatment.
cand-00386,rule,1634fb00ac473bc9,rule,16.3,Remuneration,16.3,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#6d22edad553343179f03b73d79081f05,£50 billion,Monetary amount appears with threshold/trigger language.,Condition 1 is that the firm is a CRR firm that has relevant total assets exceeding £50 billion.,true,true,£50 billion,scope_trigger,high,Relevant total asset threshold is a condition for remuneration rules.
cand-00387,rule,92ccc5b39d4403f9,rule,16.4,Remuneration,16.4,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#3af86ad70f3d4e68b6299fd64e130f75,£50 billion,Monetary amount appears with threshold/trigger language.,Condition 2 is that the firm : (1) is a credit institution or a UK designated investment firm ; and (2) is part of a group containing a firm that has relevant total assets exceeding £50 billion and that is a CRR firm .,true,true,£50 billion,scope_trigger,high,Group asset threshold is a condition for remuneration rules.
cand-00388,rule,16d1afc50a385354,rule,16.7,Remuneration,16.7,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#1fbf6532d5524667b4fed6dd713646e4,"£660,000",Monetary amount appears with threshold/trigger language.,"The voiding provisions in 16.9 to 16.13 do not apply in relation to a material risk taker (X) in respect of whom both the following conditions are satisfied: (1) Condition 1 is that X’s variable remuneration is no more than 33% of total remuneration ; and (2) Condition 2 is that X’s total remuneration is no more than £660,000.",true,true,"£660,000",permission_or_exemption_condition,high,Total remuneration cap is condition excluding voiding provisions.
cand-00389,rule,6f526621da97eb69,rule,17.1,Remuneration,17.1,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#d871a3a4a3cb43dbacbc41b8b8c44310,£50 billion,Monetary amount appears with threshold/trigger language.,"This Chapter applies to a firm to which this Part applies, which had total assets equal to or greater than £50 billion on an unconsolidated basis on the accounting reference date immediately prior to the firm’s last complete financial year.",true,true,£50 billion,scope_trigger,high,Asset threshold determines application of remuneration reporting chapter.
cand-00390,rule,53800701f5ffbd86,rule,18.6,Remuneration,18.6,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#a454c5570f1f49dea58fbabbc62b2572,€1m,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"The firm’s High Earners Report must report, in pay brackets of €1m, the number of high earners , including their job responsibilities, the business area involved and the main elements of salary, bonus, long-term award and pension contribution.",true,true,€1 million,reporting_trigger,medium,High Earners Report must use monetary pay brackets of this size.
cand-00381,rule,a3d090c9de40be57,rule,2A.1,Remuneration,2A.1,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#d8f5f8bee6fa47e0abf9e1bcbb8af366,£44 m,Monetary amount appears with threshold/trigger language.,"The conditions referred to in (1)(b) and (2)(b) of the definition of small CRR firm and in (2)(b) of the definition of small third country CRR firm are the following: (1) Subject to 2A.2 , the size of the firm’s on- and off- balance-sheet trading book business was less than or equal to both £44 million and 5% of the firm’s total assets, on the basis of the assessment set out in Article 94(3) of Chapter 3 of Trading Book (CRR) Part: (a) on the last day of at least one of the preceding three months , and (b) on the last day of at least six of the preceding twelve months ; (2) The firm’s overall net foreign-exchange position, calculated using the method set out in Article 352 of CRR , does not ",true,true,£44 million,permission_or_exemption_condition,high,Trading book size threshold is condition for small CRR firm treatment.
cand-00382,rule,c4d8d69cffd5b110,rule,2B.1,Remuneration,2B.1,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#69cf364ac9394600a13f4921cccd1a16,£44 m,Monetary amount appears with threshold/trigger language.,"The conditions referred to in (1)(b) and (2)(b) of the definition of small third country CRR firm and in (2)(b) of the definition of small CRR firm are the following: (1) Subject to 2B.2 , the size of the on- and off- balance-sheet trading book business of the firm’s branch operation in the UK was less than or equal to both £44 million and 5% of the total assets of the firm , on the basis of the assessment set out in Article 94(3) of Chapter 3 of Trading Book (CRR) Part: (a) on the last day of at least one of the preceding three months , and (b) on the last day of at least six of the preceding twelve months ; (2) The overall net foreign-exchange position of the firm’s branch operation in the",true,true,£44 million,permission_or_exemption_condition,high,UK branch trading book size threshold is condition for small firm treatment.
cand-00383,rule,88715b5e7a6382cc,rule,3.2A,Remuneration,3.2A,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#9f49b3fea2ac4832823cf55d0c3bee26,£4.5 m,Monetary amount appears with threshold/trigger language.,"e for the management of such a risk category; (3) with regard to credit risk exposures of a nominal amount per transaction, representing 0.5% of the firm's common equity tier 1 capital and which is at least £4.5 million, the employee member meets either of the following criteria: (a) the employee has the authority to take, approve or veto decisions on such credit risk exposures; or (b) the employee is a voting member of a committee which has the authority to take the decisions as referred to in (a); (4) in relation to a firm for which the derogation for small trading book businesses set out in Article 94 of the CRR does not apply, the employee meets either of the following criteria: (a) the ",true,true,£4.5 million,scope_trigger,high,Credit exposure transaction amount threshold identifies material risk taker roles.
cand-00448,rule,a319460c9a3535cf,rule,Remuneration Structures,Remuneration,Remuneration Structures,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#ef7321d889d44ea3bd63d490ce4fde3a,"£660,000",Monetary amount appears with threshold/trigger language.,"In this Chapter: (1) All the requirements of this Chapter apply to a firm that is neither a small CRR firm nor a small third country CRR firm . (2) 15.1 to 15.14 and 15.20 (1) apply to a small CRR firm or a small third country CRR firm . (3) A firm is not required to comply with 15.15 to 15.19 , 15.20A , 15.22 and 15.23 in relation to a material risk taker (X) in respect of whom both of the following conditions are satisfied: (a) [deleted] (b) [deleted] (c) condition 1 is that X’s variable remuneration is no more than 33% of total remuneration ; and (d) condition 2 is that X’s total remuneration is no more than £660,000.",true,true,"£660,000",permission_or_exemption_condition,high,Total remuneration cap is condition for exemption from specified remuneration requirements.
cand-00403,rule,622c04db41c8e57a,rule,Article 21A(3),Reporting,3,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#0bbd32f1cd614037ab95827e9a98d663,£50 m; £10 m; £500 m,Monetary amount appears with threshold/trigger language.,"Long-term insurers must submit information to the PRA annually using the following templates (as applicable): (a) where the firm’s gross best estimate liabilities for long-term insurance business , other than reinsurance , are more than £50 million or the firm’s gross written premiums for long-term insurance business , other than reinsurance , are more than £10 million, template IR.12.04.01 of Chapter 9 , specifying information on best estimate assumptions for life insurance risks, following the instructions set out in section IR.12.04 of Chapter 10 ; (b) where the firm’s net best estimate liabilities for with-profits insurance business are more than £500 million and the firm is a single wit",true,true,£50 million; £10 million; £500 million,reporting_trigger,high,Insurance liability/premium thresholds determine annual template reporting.
cand-00404,rule,622c04db41c8e57a,rule,Article 21A(3),Reporting,3,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#0bbd32f1cd614037ab95827e9a98d663,£500 m,Monetary amount appears with threshold/trigger language.,"bilities for with-profits insurance business are more than £500 million and the firm is a single with-profits fund : (i) template IR.12.05.01 of Chapter 9 , specifying information on value of bonus for with-profits insurance business , following the instructions set out in section IR.12.05 of Chapter 10 ; and (ii) template IR.12.06.01 of Chapter 9 , specifying information on liabilities and assets for with-profits insurance business , following the instructions set out in section IR.12.06 of Chapter 10 .",true,true,£500 million,reporting_trigger,high,With-profits liability threshold determines annual template reporting.
cand-00405,rule,74686550b366574c,rule,Article 21A(4),Reporting,4,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#b50a2074c30446ab90e2f8b685d791aa,£500 m,Monetary amount appears with threshold/trigger language.,"Long-term insurers , where net best estimate liabilities for with-profits insurance business are more than £500 million for the firm as a whole, must submit information to the PRA annually for each ring-fenced fund which is also a with-profits fund , and for the remaining part, where this is a with-profits fund , using the following templates (as applicable): (a) template IRR.12.05.01 of Chapter 9 , specifying information on value of bonus for with-profits insurance business , following the instructions set out in section IR.12.05 of Chapter 10 ; and (b) template IRR.12.06.01 of Chapter 9 , specifying information on liabilities and assets for with-profits insurance business , following the instructions set out in section IR.12.06 of Chapter 10 .",true,true,£500 million,reporting_trigger,high,With-profits liability threshold triggers annual fund-level reporting.
cand-00406,rule,682a8355ebf1ef4a,rule,Article 50(3),Reporting,3,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#5bac9cc0d4db4e9caeab09e8db1209e0,£500 m,Monetary amount appears with threshold/trigger language.,"Third country branch undertakings which are long-term insurers , where the net branch best estimate liabilities for with-profits insurance business are more than £500 million and the third country branch is a single with-profits fund , must submit information to the PRA annually using the following templates (as applicable) in respect of the operations of the third country branch : (a) template IR.12.05.01 of Chapter 9 , specifying information on value of bonus for with-profits insurance business , following the instructions set out in section IR.12.05 of Chapter 10 ; and (b) template IR.12.06.01 of Chapter 9 , specifying information on liabilities and assets for with-profits insurance business , following the instructions set out in section IR.12.06 of Chapter 10 .",true,true,£500 million,reporting_trigger,high,Branch with-profits liability threshold triggers annual reporting templates.
cand-00402,rule,62e09d5865c7531a,rule,Article 9(1),Reporting,1,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#ebba474648564b0a98a5cd8eb7d3269f,£1 billion,Monetary amount appears with threshold/trigger language.,"re and business model analysis, following the instructions set out in section IR.05.04 of Chapter 10 ; (i) template IR.05.05.01 of Chapter 9 , specifying information on life premiums and claims by country, following the instructions set out in section IR.05.05 of Chapter 10 ; (j) template IR.05.06.01 of Chapter 9 , specifying information on non-life premiums and claims by country, following the instructions set out in section IR.05.06 of Chapter 10 ; and (k) where life premiums (excluding unit-linked premiums ) written in the most recent reporting year exceed £1 billion, template IR.05.10.01 of Chapter 9 , specifying excess capital generation, following the instructions set out in section IR",true,true,£1 billion,reporting_trigger,high,Life premiums threshold triggers excess capital generation template reporting.
cand-00391,rule,b9d3e9a042dc3ad7,rule,1.2,Reporting (CRR),1.2,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#52cc000d51564c41a7f019de1c3e821d,£5 billion,Monetary amount appears with threshold/trigger language.,"In this Part, the following definitions shall apply: additional leverage reporting requirements means the requirements specified in: (1) paragraphs (2) and (2A) of Article 430 of Chapter 4 ; (2) templates LV 49.00 to LV 52.00 in Annex X of Chapter 6 ; and (3) paragraphs 14a and 14b of Part II of Annex XI of Chapter 6 . large IFRS firm means an IFRS firm which has total assets equal to or greater than £5 billion on an individual basis or UK consolidation group basis. large Opt-in IFRS 9 firm means an Opt-in IFRS 9 firm which has total assets equal to or greater than £5 billion on an individual basis or UK consolidation group basis. reduced FINREP firm means a firm to which Article 430(3) of t",true,true,£5 billion,reporting_trigger,high,Asset threshold defines large IFRS/Opt-in IFRS 9 reporting categories.
cand-00396,rule,69b1707c5b50a3c6,rule,5B.3,Reporting (CRR),5B.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#51c9dd613f8a4f44ab46e65c66a447d4,£5 billion,Monetary amount appears with threshold/trigger language.,"Subject to 5B.4 , a firm which has total assets equal to or greater than £5 billion calculated on an individual basis or UK consolidation group basis must report data item 11: (1) on an individual basis; and (2) if the firm is a member of a UK consolidation group , on a UK consolidation group basis, unless it has total assets equal to or greater than £5 billion calculated on the basis of its UK consolidation group only, in which case it may report data item 11 only at the UK consolidation group level.",true,true,£5 billion,reporting_trigger,high,Asset threshold determines obligation and level for reporting data item 11.
cand-00397,rule,932f510e7fcd97f7,rule,5B.5,Reporting (CRR),5B.5,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#f132cee411e246a5a0c6a01d7c37701c,£5 billion,Monetary amount appears with threshold/trigger language.,The thresholds are: (a) the firm has a gross carrying amount of non-performing loans and advances which constitute non-performing exposures in excess of 5% of its total gross carrying amount of loans and advances in the two preceding and consecutive applicable reporting periods; and (b) the firm has total assets equal to or greater than £5 billion.,true,true,£5 billion,reporting_trigger,high,Asset threshold forms one condition for non-performing exposure reporting.
cand-00398,rule,24a06837977220c1,rule,5E.3,Reporting (CRR),5E.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#3f05cc38a3bb44309aeb8eb92429fd57,£5 billion,Monetary amount appears with threshold/trigger language.,"A ring-fenced body is not required to submit Templates 18, 20.4, 20.7.1 or 23.3 in relation to data items 9 to 12 on an individual basis or on a sub-consolidated basis , where the ring-fenced body has total assets of less than £5 billion on an individual basis, or on a sub-consolidated basis .",true,true,£5 billion,reporting_trigger,high,Assets below threshold exempt ring-fenced body from specified template submissions.
cand-00399,rule,24a06837977220c1,rule,5E.3,Reporting (CRR),5E.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#3f05cc38a3bb44309aeb8eb92429fd57,£5 billion,Monetary amount appears with threshold/trigger language.,"If the ring-fenced body’s total assets are £5 billion or more on an individual basis, or on a sub-consolidated basis , for at least two consecutive reporting periods, the ring-fenced body must report these data items from the following reporting period on an individual basis or on a sub-consolidated basis , as the case may be.",true,true,£5 billion,reporting_trigger,high,Assets at/above threshold trigger specified data item reporting.
cand-00400,rule,24a06837977220c1,rule,5E.3,Reporting (CRR),5E.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#3f05cc38a3bb44309aeb8eb92429fd57,£5 billion,Monetary amount appears with threshold/trigger language.,"If the ring-fenced body’s total assets on an individual basis or on a sub-consolidated basis , as the case may be, are less than £5 billion for at least two consecutive reporting periods, the ring-fenced body is not required to report these data items from the following reporting period on an individual basis or on a sub-consolidated basis , as the case may be.",true,true,£5 billion,reporting_trigger,high,Assets below threshold for consecutive periods ends specified reporting obligation.
cand-00392,rule,abbaa5808744eabd,rule,Article 14(3),Reporting (CRR),3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#d4a2d4d86c5d48a5a13b0ad096941512,GBP 260 m,Monetary amount appears with threshold/trigger language.,"In order to report information on exposures of a value greater than or equal to GBP 260 million but less than 10% of the institution's Tier 1 capital in accordance with Article 394(1) of the CRR on a consolidated basis, institutions shall submit the information specified in Annex VIII , in accordance with the instructions in Annex IX , with a quarterly frequency.",true,true,GBP 260 million,reporting_trigger,high,Exposure value threshold determines large exposure reporting content.
cand-00393,rule,4585dbb2c296a558,rule,Article 15(5),Reporting (CRR),5,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#a59955d054024eadbff14e6510e05c88,GBP 8.8 billion,Monetary amount appears with threshold/trigger language.,Institutions for which the total notional value of derivatives as defined in paragraph 8 of Part II of Annex XI exceeds GBP 8.8 billion shall report the information referred to in paragraph 13 of Part II of Annex XI of Chapter 6 even if their derivatives share does not fulfil the conditions set out in paragraph 4 .,true,true,GBP 8.8 billion,reporting_trigger,high,Derivative notional threshold triggers additional reporting.
cand-00394,rule,8c35a18678c47ca1,rule,Article 15(6),Reporting (CRR),6,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#7893eaf023e141919dea51bbb90f5871,GBP 260 m; GBP 440 m,Monetary amount appears with threshold/trigger language.,Institutions are required to report the information referred to in paragraph 14 of Part II of Annex XI of Chapter 6 where one of the following conditions is met: (a) the credit derivatives volume referred to in paragraph 9 of Part II of Annex XI of Chapter 6 is more than GBP 260 million; (b) the credit derivatives volume referred to in paragraph 9 of Part II of Annex XI of Chapter 6 exceeds GBP 440 million.,true,true,GBP 260 million; GBP 440 million,reporting_trigger,high,Credit derivative volume thresholds trigger reporting information.
cand-00395,rule,c54ec0e21cd0f0d5,rule,Article 20(2),Reporting (CRR),2,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#4b353bf1f9684a5b89c92db10f23940d,GBP 170 billion,Monetary amount appears with threshold/trigger language.,"UK parent institutions , UK parent financial holding companies and UK parent mixed financial holding companies shall submit the information specified in paragraph 1 only where both of the following conditions are met: (a) the total exposure measure of the group is equal to or exceeds GBP 170 billion; (b) the UK institution is headquartered in the United Kingdom .",true,true,GBP 170 billion,reporting_trigger,high,Group exposure measure threshold is condition for specified reporting.
cand-00401,rule,b296286c8d04b62a,rule,2.9,Reporting Pillar 2,2.9,https://www.prarulebook.co.uk/pra-rules/reporting-pillar-2/01-06-2026#66e48e7f23d04acaa9bf718b27b81580,£5 billion,Monetary amount appears with threshold/trigger language.,A firm with total assets equal to or greater than £5 billion at the relevant level of consolidation used as the basis of its ICAAP must complete the data item PRA111.,true,true,£5 billion,reporting_trigger,high,Asset threshold determines requirement to complete PRA111.
cand-00407,rule,b4844eef30d76b24,rule,1.1,Resolution Assessment,1.1,https://www.prarulebook.co.uk/pra-rules/resolution-assessment/01-06-2026#0925523c92554750a1cbe31208cddd55,£100 billion,Monetary amount appears with threshold/trigger language.,"Unless otherwise stated, this Part applies to a firm that is a UK bank or building society that, on the firm’s last accounting reference date , had retail deposits equal to or greater than £100 billion on: (1) an individual basis; (2) if the firm is a UK parent institution , the basis of its consolidated situation ; or (3) if the firm is controlled by a UK parent financial holding company or by a UK parent mixed financial holding company and the PRA is responsible for supervision of that holding company on a consolidated basis , the basis of the consolidated situation of that holding company.",true,true,£100 billion,scope_trigger,high,Retail deposit threshold determines application of Resolution Assessment Part.
cand-00408,rule,d67ca4d5d72f392f,rule,1.2,Run-Off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-non_directive-insurers/01-06-2026#94f313fb8897476abfd2571717397b7f,"€20,000",Monetary amount appears with threshold/trigger language.,"In this Part, the following definitions shall apply: close links has the meaning given in section 4F(3) of Schedule 6 to FSMA . material transaction means a transaction (or a series of similar transactions in aggregate) in which: (1) the price actually paid or received for the transfer of assets or liabilities or the performance of services; or (2) the price which would have been paid or received had that transaction been negotiated at arm's length between unconnected parties; exceeds: (a) in the case of a firm which carries on long-term insurance business , but not general insurance business , the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance business ",true,true,"€20,000",scope_trigger,high,Monetary component of material transaction definition creates regulatory cut-off.
cand-00409,rule,d67ca4d5d72f392f,rule,1.2,Run-Off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-non_directive-insurers/01-06-2026#94f313fb8897476abfd2571717397b7f,"€20,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,", the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; or (b) in the case of a firm which carries on general insurance business , but not long-term insurance business , the sum of €20,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded; or (c) in the case of a firm which carries on both long-term insurance business and general insurance business : (i) where the transaction is in connection with the firm's long-term insurance business , the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance",true,true,"€20,000",scope_trigger,high,Monetary component of material transaction definition creates regulatory cut-off.
cand-00410,rule,d67ca4d5d72f392f,rule,1.2,Run-Off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-non_directive-insurers/01-06-2026#94f313fb8897476abfd2571717397b7f,"€20,000",Monetary amount appears with threshold/trigger language.," business , the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; and (ii) in all other cases, the sum of €20,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded. scheme of operations means a scheme which: (1) describes the nature of the risks which the firm is underwriting, or intends to underwrite, and the guiding principles which it intends to follow in reinsuring or covering those risks; and (2) contains the information required under 6 .",true,true,"€20,000",scope_trigger,high,Monetary component of material transaction definition creates regulatory cut-off.
cand-00411,rule,84d0399b4356ffb4,rule,1.2,Run-off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-solvency-ii/01-06-2026#bbbd71346a98439483b6b79bed6e36fd,"£18,000",Monetary amount appears with threshold/trigger language.,"In this Part, the following definitions shall apply: material transaction means a transaction (when aggregated with any similar transactions) in which: (1) the price actually paid or received for the transfer of assets or liabilities or the performance of services; or (2) the price which would have been paid or received had that transaction been negotiated at arm's length between unconnected parties; exceeds: (a) in the case of a firm which carries on long-term insurance business , but not general insurance business , the sum of £18,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; (b) in ",true,true,"£18,000",scope_trigger,high,Monetary component of material transaction definition creates regulatory cut-off.
cand-00412,rule,84d0399b4356ffb4,rule,1.2,Run-off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-solvency-ii/01-06-2026#bbbd71346a98439483b6b79bed6e36fd,"£18,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"rm insurance business , excluding linked long-term liabilities and net of reinsurance ceded; (b) in the case of a firm which carries on general insurance business , but not long-term insurance business , the sum of £18,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded; or (c) in the case of a firm which carries on both long-term insurance business and general insurance business : (i) where the transaction is in connection with the firm's long-term insurance business , the sum of £18,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; ",true,true,"£18,000",scope_trigger,high,Monetary component of material transaction definition creates regulatory cut-off.
cand-00413,rule,84d0399b4356ffb4,rule,1.2,Run-off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-solvency-ii/01-06-2026#bbbd71346a98439483b6b79bed6e36fd,"£18,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; and (ii) in all other cases, the sum of £18,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded; and (d) in the case of third country branch undertakings , a reference to the “ firm’s liabilities ” is to be interpreted as a reference only to the liabilities relevant to the operations effected by the third country branch . scheme of operations means a scheme which: (1) describes the nature of the risks which the insurer is underwriting, or intends to underwrite, and the guiding principles which it intends to follow in reinsuring or coverin",true,true,"£18,000",scope_trigger,high,Monetary component of material transaction definition creates regulatory cut-off.
cand-00414,rule,ba124d4c87aa956b,rule,2.1,SDDT Regime – General Application,2.1,https://www.prarulebook.co.uk/pra-rules/sddt-regime--general-application/01-06-2026#b6abeac4f68a4bbebc69f6b1032cbf0b,£20 billion,Monetary amount appears with threshold/trigger language.,"The SDDT criteria , in respect of a UK bank or building society , are the following criteria. (1) Either: (a) the recent average of the firm’s total assets , calculated in accordance with 2.3 , does not exceed £20 billion, or (b) if the firm has not yet been required to report its total assets , the firm reasonably forecasts that its total assets will not exceed £20 billion on the first occasion on which it will be required to report them. (2) At least 75% of the firm’s total relevant credit exposures are located in the UK , and either: (a) the recent average of the ratio of the firm’s relevant credit exposures that are located in the UK to the firm’s total relevant credit exposures , calcul",true,true,£20 billion,scope_trigger,high,Asset threshold is part of SDDT eligibility criteria.
cand-00415,rule,ba124d4c87aa956b,rule,2.1,SDDT Regime – General Application,2.1,https://www.prarulebook.co.uk/pra-rules/sddt-regime--general-application/01-06-2026#b6abeac4f68a4bbebc69f6b1032cbf0b,£44 m,Monetary amount appears with threshold/trigger language.,"t credit exposures that are located in the UK to the firm’s total relevant credit exposures , calculated in accordance with 2.4 , is at least 85%, or (b) if the firm has not yet been required to report the geographical location of its relevant credit exposures , the firm reasonably forecasts that, on the first occasion on which it will be required to do so, at least 85% of the firm’s total relevant credit exposures will be located in the UK . (3) Subject to 2.7 , the size of the firm’s on- and off- balance-sheet trading book business was less than or equal to both £44 million and 5% of the firm’s total assets, on the basis of the assessment set out in Article 94(3) of Chapter 3 of Trading Bo",true,true,£44 million,permission_or_exemption_condition,high,Trading book size threshold is part of SDDT eligibility criteria.
cand-00416,rule,d2ef5395216a39e5,rule,3.6A,Senior Management Functions,3.6A,https://www.prarulebook.co.uk/pra-rules/senior-management-functions/01-06-2026#da402f0a93664b41b04e26bc9bdbbe85,£10 billion,Monetary amount appears with threshold/trigger language.,The quantitative criteria referred to in 3.6 are that the relevant business area or division of the firm : (1) has gross total assets equal to or in excess of £10 billion; or (2) accounts for more than 20% of the firm’s gross revenue.,true,true,£10 billion,scope_trigger,high,Business area asset threshold is quantitative criterion for senior management function.
cand-00417,rule,d06d41f9ac4c41a2,rule,1,Solvency Capital Requirement - Standard Formula,1,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#7e6592236f654c0ab1972d149ddde21a,"GBP 21,200,000",Monetary amount appears with threshold/trigger language.,"A firm must calculate the capital requirement for motor vehicle liability risk as equal to the loss in its basic own funds that would result from an instantaneous loss that, without deduction of the amounts recoverable from reinsurance contracts and special purpose vehicles , is calculated in accordance with the following formula in GBP: \[L_{motor}=max\left(5,300,000;44,000\cdot\sqrt{N_a+0.05\cdot N_b+0.95\cdot min\left(N_b;20,000\right)}\right)\] where: (1) N a is the number of vehicles insured by the firm in lines of business 4 and 16 with a deemed policy limit above GBP 21,200,000; and (2) N b is the number of vehicles insured by the firm in lines of business 4 and 16 with a deemed policy limit below or equal to GBP 21,200,000.",true,true,"GBP 21,200,000",other_threshold,high,Policy limit threshold partitions vehicles in SCR motor risk formula.
cand-00419,rule,3926cab6e9edee1a,rule,1,Solvency Capital Requirement - Standard Formula,1,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#4d5f69821022460ab23d5126a5e4d31b,"GBP 8,800,000",Monetary amount appears with threshold/trigger language.,"ace of work in the UK ; (6) each company fulfils at least one of the following requirements for each of the last three financial years ending prior to the date on which the SCR is being calculated: (a) the annual turnover of the company exceeds GBP 8,800,000; (b) the balance sheet total of the company exceeds GBP 8,800,000; or (c) the number of staff employed by the company exceeds 50; (7) the value of the investment in each company represents no more than 10% of the total value of the set of investments; (8) none of the companies is a UK Solvency II undertaking , a credit institution , an investment firm , a financial institution , an alternative investment fund manager , a UCITS management",true,true,"GBP 8,800,000",permission_or_exemption_condition,high,Turnover/balance sheet thresholds are eligibility requirements for qualifying investments.
cand-00418,rule,bfb01ecee113d625,rule,2,Solvency Capital Requirement - Standard Formula,2,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#de45aac8e6624cda82f7adf16632dd14,"GBP 220,000",Monetary amount appears with threshold/trigger language.,"A firm must calculate the capital requirement for the risk of a vessel collision as equal to the loss in its basic own funds that would result from an instantaneous loss of an amount calculated in accordance with the following formula: \[L_{vessel}={max}_v\left({SI}_{\left(hull,v\right)}+{SI}_{\left(liab,v\right)}+{SI}_{\left(pollution,v\right)}\right)\] where: (1) the maximum relates to all sea, lake, river, and canal vessels insured by the firm in respect of vessel collision in lines of business 6, 18 and 27 where the insured value of the vessel is at least GBP 220,000; (2) SI (hull, v) is the sum insured by the firm , after deduction of the amounts that the firm can recover from reinsuran",true,true,"GBP 220,000",other_threshold,high,Insured vessel value threshold determines inclusion in SCR vessel collision calculation.
