candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet
cand-00382,rule,c4d8d69cffd5b110,rule,2B.1,Remuneration,2B.1,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#69cf364ac9394600a13f4921cccd1a16,£44 m,Monetary amount appears with threshold/trigger language.,"The conditions referred to in (1)(b) and (2)(b) of the definition of small third country CRR firm and in (2)(b) of the definition of small CRR firm are the following: (1) Subject to 2B.2 , the size of the on- and off- balance-sheet trading book business of the firm’s branch operation in the UK was less than or equal to both £44 million and 5% of the total assets of the firm , on the basis of the assessment set out in Article 94(3) of Chapter 3 of Trading Book (CRR) Part: (a) on the last day of at least one of the preceding three months , and (b) on the last day of at least six of the preceding twelve months ; (2) The overall net foreign-exchange position of the firm’s branch operation in the"
cand-00383,rule,88715b5e7a6382cc,rule,3.2A,Remuneration,3.2A,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#9f49b3fea2ac4832823cf55d0c3bee26,£4.5 m,Monetary amount appears with threshold/trigger language.,"e for the management of such a risk category; (3) with regard to credit risk exposures of a nominal amount per transaction, representing 0.5% of the firm's common equity tier 1 capital and which is at least £4.5 million, the employee member meets either of the following criteria: (a) the employee has the authority to take, approve or veto decisions on such credit risk exposures; or (b) the employee is a voting member of a committee which has the authority to take the decisions as referred to in (a); (4) in relation to a firm for which the derogation for small trading book businesses set out in Article 94 of the CRR does not apply, the employee meets either of the following criteria: (a) the "
cand-00448,rule,a319460c9a3535cf,rule,Remuneration Structures,Remuneration,Remuneration Structures,https://www.prarulebook.co.uk/pra-rules/remuneration/01-06-2026#ef7321d889d44ea3bd63d490ce4fde3a,"£660,000",Monetary amount appears with threshold/trigger language.,"In this Chapter: (1) All the requirements of this Chapter apply to a firm that is neither a small CRR firm nor a small third country CRR firm . (2) 15.1 to 15.14 and 15.20 (1) apply to a small CRR firm or a small third country CRR firm . (3) A firm is not required to comply with 15.15 to 15.19 , 15.20A , 15.22 and 15.23 in relation to a material risk taker (X) in respect of whom both of the following conditions are satisfied: (a) [deleted] (b) [deleted] (c) condition 1 is that X’s variable remuneration is no more than 33% of total remuneration ; and (d) condition 2 is that X’s total remuneration is no more than £660,000."
cand-00403,rule,622c04db41c8e57a,rule,Article 21A(3),Reporting,3,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#0bbd32f1cd614037ab95827e9a98d663,£50 m; £10 m; £500 m,Monetary amount appears with threshold/trigger language.,"Long-term insurers must submit information to the PRA annually using the following templates (as applicable): (a) where the firm’s gross best estimate liabilities for long-term insurance business , other than reinsurance , are more than £50 million or the firm’s gross written premiums for long-term insurance business , other than reinsurance , are more than £10 million, template IR.12.04.01 of Chapter 9 , specifying information on best estimate assumptions for life insurance risks, following the instructions set out in section IR.12.04 of Chapter 10 ; (b) where the firm’s net best estimate liabilities for with-profits insurance business are more than £500 million and the firm is a single wit"
cand-00404,rule,622c04db41c8e57a,rule,Article 21A(3),Reporting,3,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#0bbd32f1cd614037ab95827e9a98d663,£500 m,Monetary amount appears with threshold/trigger language.,"bilities for with-profits insurance business are more than £500 million and the firm is a single with-profits fund : (i) template IR.12.05.01 of Chapter 9 , specifying information on value of bonus for with-profits insurance business , following the instructions set out in section IR.12.05 of Chapter 10 ; and (ii) template IR.12.06.01 of Chapter 9 , specifying information on liabilities and assets for with-profits insurance business , following the instructions set out in section IR.12.06 of Chapter 10 ."
cand-00405,rule,74686550b366574c,rule,Article 21A(4),Reporting,4,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#b50a2074c30446ab90e2f8b685d791aa,£500 m,Monetary amount appears with threshold/trigger language.,"Long-term insurers , where net best estimate liabilities for with-profits insurance business are more than £500 million for the firm as a whole, must submit information to the PRA annually for each ring-fenced fund which is also a with-profits fund , and for the remaining part, where this is a with-profits fund , using the following templates (as applicable): (a) template IRR.12.05.01 of Chapter 9 , specifying information on value of bonus for with-profits insurance business , following the instructions set out in section IR.12.05 of Chapter 10 ; and (b) template IRR.12.06.01 of Chapter 9 , specifying information on liabilities and assets for with-profits insurance business , following the instructions set out in section IR.12.06 of Chapter 10 ."
cand-00406,rule,682a8355ebf1ef4a,rule,Article 50(3),Reporting,3,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#5bac9cc0d4db4e9caeab09e8db1209e0,£500 m,Monetary amount appears with threshold/trigger language.,"Third country branch undertakings which are long-term insurers , where the net branch best estimate liabilities for with-profits insurance business are more than £500 million and the third country branch is a single with-profits fund , must submit information to the PRA annually using the following templates (as applicable) in respect of the operations of the third country branch : (a) template IR.12.05.01 of Chapter 9 , specifying information on value of bonus for with-profits insurance business , following the instructions set out in section IR.12.05 of Chapter 10 ; and (b) template IR.12.06.01 of Chapter 9 , specifying information on liabilities and assets for with-profits insurance business , following the instructions set out in section IR.12.06 of Chapter 10 ."
cand-00402,rule,62e09d5865c7531a,rule,Article 9(1),Reporting,1,https://www.prarulebook.co.uk/pra-rules/reporting/01-06-2026#ebba474648564b0a98a5cd8eb7d3269f,£1 billion,Monetary amount appears with threshold/trigger language.,"re and business model analysis, following the instructions set out in section IR.05.04 of Chapter 10 ; (i) template IR.05.05.01 of Chapter 9 , specifying information on life premiums and claims by country, following the instructions set out in section IR.05.05 of Chapter 10 ; (j) template IR.05.06.01 of Chapter 9 , specifying information on non-life premiums and claims by country, following the instructions set out in section IR.05.06 of Chapter 10 ; and (k) where life premiums (excluding unit-linked premiums ) written in the most recent reporting year exceed £1 billion, template IR.05.10.01 of Chapter 9 , specifying excess capital generation, following the instructions set out in section IR"
cand-00391,rule,b9d3e9a042dc3ad7,rule,1.2,Reporting (CRR),1.2,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#52cc000d51564c41a7f019de1c3e821d,£5 billion,Monetary amount appears with threshold/trigger language.,"In this Part, the following definitions shall apply: additional leverage reporting requirements means the requirements specified in: (1) paragraphs (2) and (2A) of Article 430 of Chapter 4 ; (2) templates LV 49.00 to LV 52.00 in Annex X of Chapter 6 ; and (3) paragraphs 14a and 14b of Part II of Annex XI of Chapter 6 . large IFRS firm means an IFRS firm which has total assets equal to or greater than £5 billion on an individual basis or UK consolidation group basis. large Opt-in IFRS 9 firm means an Opt-in IFRS 9 firm which has total assets equal to or greater than £5 billion on an individual basis or UK consolidation group basis. reduced FINREP firm means a firm to which Article 430(3) of t"
cand-00396,rule,69b1707c5b50a3c6,rule,5B.3,Reporting (CRR),5B.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#51c9dd613f8a4f44ab46e65c66a447d4,£5 billion,Monetary amount appears with threshold/trigger language.,"Subject to 5B.4 , a firm which has total assets equal to or greater than £5 billion calculated on an individual basis or UK consolidation group basis must report data item 11: (1) on an individual basis; and (2) if the firm is a member of a UK consolidation group , on a UK consolidation group basis, unless it has total assets equal to or greater than £5 billion calculated on the basis of its UK consolidation group only, in which case it may report data item 11 only at the UK consolidation group level."
cand-00397,rule,932f510e7fcd97f7,rule,5B.5,Reporting (CRR),5B.5,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#f132cee411e246a5a0c6a01d7c37701c,£5 billion,Monetary amount appears with threshold/trigger language.,The thresholds are: (a) the firm has a gross carrying amount of non-performing loans and advances which constitute non-performing exposures in excess of 5% of its total gross carrying amount of loans and advances in the two preceding and consecutive applicable reporting periods; and (b) the firm has total assets equal to or greater than £5 billion.
cand-00398,rule,24a06837977220c1,rule,5E.3,Reporting (CRR),5E.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#3f05cc38a3bb44309aeb8eb92429fd57,£5 billion,Monetary amount appears with threshold/trigger language.,"A ring-fenced body is not required to submit Templates 18, 20.4, 20.7.1 or 23.3 in relation to data items 9 to 12 on an individual basis or on a sub-consolidated basis , where the ring-fenced body has total assets of less than £5 billion on an individual basis, or on a sub-consolidated basis ."
cand-00399,rule,24a06837977220c1,rule,5E.3,Reporting (CRR),5E.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#3f05cc38a3bb44309aeb8eb92429fd57,£5 billion,Monetary amount appears with threshold/trigger language.,"If the ring-fenced body’s total assets are £5 billion or more on an individual basis, or on a sub-consolidated basis , for at least two consecutive reporting periods, the ring-fenced body must report these data items from the following reporting period on an individual basis or on a sub-consolidated basis , as the case may be."
cand-00400,rule,24a06837977220c1,rule,5E.3,Reporting (CRR),5E.3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#3f05cc38a3bb44309aeb8eb92429fd57,£5 billion,Monetary amount appears with threshold/trigger language.,"If the ring-fenced body’s total assets on an individual basis or on a sub-consolidated basis , as the case may be, are less than £5 billion for at least two consecutive reporting periods, the ring-fenced body is not required to report these data items from the following reporting period on an individual basis or on a sub-consolidated basis , as the case may be."
cand-00392,rule,abbaa5808744eabd,rule,Article 14(3),Reporting (CRR),3,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#d4a2d4d86c5d48a5a13b0ad096941512,GBP 260 m,Monetary amount appears with threshold/trigger language.,"In order to report information on exposures of a value greater than or equal to GBP 260 million but less than 10% of the institution's Tier 1 capital in accordance with Article 394(1) of the CRR on a consolidated basis, institutions shall submit the information specified in Annex VIII , in accordance with the instructions in Annex IX , with a quarterly frequency."
cand-00393,rule,4585dbb2c296a558,rule,Article 15(5),Reporting (CRR),5,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#a59955d054024eadbff14e6510e05c88,GBP 8.8 billion,Monetary amount appears with threshold/trigger language.,Institutions for which the total notional value of derivatives as defined in paragraph 8 of Part II of Annex XI exceeds GBP 8.8 billion shall report the information referred to in paragraph 13 of Part II of Annex XI of Chapter 6 even if their derivatives share does not fulfil the conditions set out in paragraph 4 .
cand-00394,rule,8c35a18678c47ca1,rule,Article 15(6),Reporting (CRR),6,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#7893eaf023e141919dea51bbb90f5871,GBP 260 m; GBP 440 m,Monetary amount appears with threshold/trigger language.,Institutions are required to report the information referred to in paragraph 14 of Part II of Annex XI of Chapter 6 where one of the following conditions is met: (a) the credit derivatives volume referred to in paragraph 9 of Part II of Annex XI of Chapter 6 is more than GBP 260 million; (b) the credit derivatives volume referred to in paragraph 9 of Part II of Annex XI of Chapter 6 exceeds GBP 440 million.
cand-00395,rule,c54ec0e21cd0f0d5,rule,Article 20(2),Reporting (CRR),2,https://www.prarulebook.co.uk/pra-rules/reporting-crr/01-06-2026#4b353bf1f9684a5b89c92db10f23940d,GBP 170 billion,Monetary amount appears with threshold/trigger language.,"UK parent institutions , UK parent financial holding companies and UK parent mixed financial holding companies shall submit the information specified in paragraph 1 only where both of the following conditions are met: (a) the total exposure measure of the group is equal to or exceeds GBP 170 billion; (b) the UK institution is headquartered in the United Kingdom ."
cand-00401,rule,b296286c8d04b62a,rule,2.9,Reporting Pillar 2,2.9,https://www.prarulebook.co.uk/pra-rules/reporting-pillar-2/01-06-2026#66e48e7f23d04acaa9bf718b27b81580,£5 billion,Monetary amount appears with threshold/trigger language.,A firm with total assets equal to or greater than £5 billion at the relevant level of consolidation used as the basis of its ICAAP must complete the data item PRA111.
cand-00407,rule,b4844eef30d76b24,rule,1.1,Resolution Assessment,1.1,https://www.prarulebook.co.uk/pra-rules/resolution-assessment/01-06-2026#0925523c92554750a1cbe31208cddd55,£100 billion,Monetary amount appears with threshold/trigger language.,"Unless otherwise stated, this Part applies to a firm that is a UK bank or building society that, on the firm’s last accounting reference date , had retail deposits equal to or greater than £100 billion on: (1) an individual basis; (2) if the firm is a UK parent institution , the basis of its consolidated situation ; or (3) if the firm is controlled by a UK parent financial holding company or by a UK parent mixed financial holding company and the PRA is responsible for supervision of that holding company on a consolidated basis , the basis of the consolidated situation of that holding company."
cand-00408,rule,d67ca4d5d72f392f,rule,1.2,Run-Off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-non_directive-insurers/01-06-2026#94f313fb8897476abfd2571717397b7f,"€20,000",Monetary amount appears with threshold/trigger language.,"In this Part, the following definitions shall apply: close links has the meaning given in section 4F(3) of Schedule 6 to FSMA . material transaction means a transaction (or a series of similar transactions in aggregate) in which: (1) the price actually paid or received for the transfer of assets or liabilities or the performance of services; or (2) the price which would have been paid or received had that transaction been negotiated at arm's length between unconnected parties; exceeds: (a) in the case of a firm which carries on long-term insurance business , but not general insurance business , the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance business "
cand-00409,rule,d67ca4d5d72f392f,rule,1.2,Run-Off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-non_directive-insurers/01-06-2026#94f313fb8897476abfd2571717397b7f,"€20,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,", the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; or (b) in the case of a firm which carries on general insurance business , but not long-term insurance business , the sum of €20,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded; or (c) in the case of a firm which carries on both long-term insurance business and general insurance business : (i) where the transaction is in connection with the firm's long-term insurance business , the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance"
cand-00410,rule,d67ca4d5d72f392f,rule,1.2,Run-Off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-non_directive-insurers/01-06-2026#94f313fb8897476abfd2571717397b7f,"€20,000",Monetary amount appears with threshold/trigger language.," business , the sum of €20,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; and (ii) in all other cases, the sum of €20,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded. scheme of operations means a scheme which: (1) describes the nature of the risks which the firm is underwriting, or intends to underwrite, and the guiding principles which it intends to follow in reinsuring or covering those risks; and (2) contains the information required under 6 ."
cand-00411,rule,84d0399b4356ffb4,rule,1.2,Run-off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-solvency-ii/01-06-2026#bbbd71346a98439483b6b79bed6e36fd,"£18,000",Monetary amount appears with threshold/trigger language.,"In this Part, the following definitions shall apply: material transaction means a transaction (when aggregated with any similar transactions) in which: (1) the price actually paid or received for the transfer of assets or liabilities or the performance of services; or (2) the price which would have been paid or received had that transaction been negotiated at arm's length between unconnected parties; exceeds: (a) in the case of a firm which carries on long-term insurance business , but not general insurance business , the sum of £18,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; (b) in "
cand-00412,rule,84d0399b4356ffb4,rule,1.2,Run-off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-solvency-ii/01-06-2026#bbbd71346a98439483b6b79bed6e36fd,"£18,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"rm insurance business , excluding linked long-term liabilities and net of reinsurance ceded; (b) in the case of a firm which carries on general insurance business , but not long-term insurance business , the sum of £18,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded; or (c) in the case of a firm which carries on both long-term insurance business and general insurance business : (i) where the transaction is in connection with the firm's long-term insurance business , the sum of £18,000 and 5% of the firm's liabilities arising from its long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; "
cand-00413,rule,84d0399b4356ffb4,rule,1.2,Run-off Operations,1.2,https://www.prarulebook.co.uk/pra-rules/run-off-operations-solvency-ii/01-06-2026#bbbd71346a98439483b6b79bed6e36fd,"£18,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"long-term insurance business , excluding linked long-term liabilities and net of reinsurance ceded; and (ii) in all other cases, the sum of £18,000 and 5% of the firm's liabilities arising from its general insurance business , net of reinsurance ceded; and (d) in the case of third country branch undertakings , a reference to the “ firm’s liabilities ” is to be interpreted as a reference only to the liabilities relevant to the operations effected by the third country branch . scheme of operations means a scheme which: (1) describes the nature of the risks which the insurer is underwriting, or intends to underwrite, and the guiding principles which it intends to follow in reinsuring or coverin"
cand-00414,rule,ba124d4c87aa956b,rule,2.1,SDDT Regime – General Application,2.1,https://www.prarulebook.co.uk/pra-rules/sddt-regime--general-application/01-06-2026#b6abeac4f68a4bbebc69f6b1032cbf0b,£20 billion,Monetary amount appears with threshold/trigger language.,"The SDDT criteria , in respect of a UK bank or building society , are the following criteria. (1) Either: (a) the recent average of the firm’s total assets , calculated in accordance with 2.3 , does not exceed £20 billion, or (b) if the firm has not yet been required to report its total assets , the firm reasonably forecasts that its total assets will not exceed £20 billion on the first occasion on which it will be required to report them. (2) At least 75% of the firm’s total relevant credit exposures are located in the UK , and either: (a) the recent average of the ratio of the firm’s relevant credit exposures that are located in the UK to the firm’s total relevant credit exposures , calcul"
cand-00415,rule,ba124d4c87aa956b,rule,2.1,SDDT Regime – General Application,2.1,https://www.prarulebook.co.uk/pra-rules/sddt-regime--general-application/01-06-2026#b6abeac4f68a4bbebc69f6b1032cbf0b,£44 m,Monetary amount appears with threshold/trigger language.,"t credit exposures that are located in the UK to the firm’s total relevant credit exposures , calculated in accordance with 2.4 , is at least 85%, or (b) if the firm has not yet been required to report the geographical location of its relevant credit exposures , the firm reasonably forecasts that, on the first occasion on which it will be required to do so, at least 85% of the firm’s total relevant credit exposures will be located in the UK . (3) Subject to 2.7 , the size of the firm’s on- and off- balance-sheet trading book business was less than or equal to both £44 million and 5% of the firm’s total assets, on the basis of the assessment set out in Article 94(3) of Chapter 3 of Trading Bo"
cand-00416,rule,d2ef5395216a39e5,rule,3.6A,Senior Management Functions,3.6A,https://www.prarulebook.co.uk/pra-rules/senior-management-functions/01-06-2026#da402f0a93664b41b04e26bc9bdbbe85,£10 billion,Monetary amount appears with threshold/trigger language.,The quantitative criteria referred to in 3.6 are that the relevant business area or division of the firm : (1) has gross total assets equal to or in excess of £10 billion; or (2) accounts for more than 20% of the firm’s gross revenue.
cand-00417,rule,d06d41f9ac4c41a2,rule,1,Solvency Capital Requirement - Standard Formula,1,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#7e6592236f654c0ab1972d149ddde21a,"GBP 21,200,000",Monetary amount appears with threshold/trigger language.,"A firm must calculate the capital requirement for motor vehicle liability risk as equal to the loss in its basic own funds that would result from an instantaneous loss that, without deduction of the amounts recoverable from reinsurance contracts and special purpose vehicles , is calculated in accordance with the following formula in GBP: \[L_{motor}=max\left(5,300,000;44,000\cdot\sqrt{N_a+0.05\cdot N_b+0.95\cdot min\left(N_b;20,000\right)}\right)\] where: (1) N a is the number of vehicles insured by the firm in lines of business 4 and 16 with a deemed policy limit above GBP 21,200,000; and (2) N b is the number of vehicles insured by the firm in lines of business 4 and 16 with a deemed policy limit below or equal to GBP 21,200,000."
cand-00419,rule,3926cab6e9edee1a,rule,1,Solvency Capital Requirement - Standard Formula,1,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#4d5f69821022460ab23d5126a5e4d31b,"GBP 8,800,000",Monetary amount appears with threshold/trigger language.,"ace of work in the UK ; (6) each company fulfils at least one of the following requirements for each of the last three financial years ending prior to the date on which the SCR is being calculated: (a) the annual turnover of the company exceeds GBP 8,800,000; (b) the balance sheet total of the company exceeds GBP 8,800,000; or (c) the number of staff employed by the company exceeds 50; (7) the value of the investment in each company represents no more than 10% of the total value of the set of investments; (8) none of the companies is a UK Solvency II undertaking , a credit institution , an investment firm , a financial institution , an alternative investment fund manager , a UCITS management"
cand-00418,rule,bfb01ecee113d625,rule,2,Solvency Capital Requirement - Standard Formula,2,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#de45aac8e6624cda82f7adf16632dd14,"GBP 220,000",Monetary amount appears with threshold/trigger language.,"A firm must calculate the capital requirement for the risk of a vessel collision as equal to the loss in its basic own funds that would result from an instantaneous loss of an amount calculated in accordance with the following formula: \[L_{vessel}={max}_v\left({SI}_{\left(hull,v\right)}+{SI}_{\left(liab,v\right)}+{SI}_{\left(pollution,v\right)}\right)\] where: (1) the maximum relates to all sea, lake, river, and canal vessels insured by the firm in respect of vessel collision in lines of business 6, 18 and 27 where the insured value of the vessel is at least GBP 220,000; (2) SI (hull, v) is the sum insured by the firm , after deduction of the amounts that the firm can recover from reinsuran"
cand-00420,rule,dc2dd00c4907f7cf,rule,3,Solvency Capital Requirement - Standard Formula,3,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#e8dd6316808240e68ab522fc11467a40,"GBP 8,800,000",Monetary amount appears with threshold/trigger language.," least one of the following requirements is fulfilled with respect to each of the last three financial years ending prior to the date on which the SCR is being calculated: (i) the annual turnover of the company exceeds GBP 8,800,000; (ii) the balance sheet total of the company exceeds GBP 8,800,000; or (iii) the number of staff employed by the company exceeds 50; (f) the sum of the company’s annual earnings before interest, tax, depreciation and amortisation (‘EBITDA’) over the last five financial years is greater than 0; (g) the total debt of the company at the end of the most recent financial year for which figures are available is no higher than 6.5 times the average of the company’s annu"
cand-00421,rule,8833980d3d857f2c,rule,3,Solvency Capital Requirement - Standard Formula,3,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#66963709172e4486a7a36ffaf0730b00,"GBP 8,800,000",Monetary amount appears with threshold/trigger language.," of countries which are members of the OECD ; and (5) at least one of the following requirements is met for each of the last three financial years ending prior to the date on which the SCR is being calculated: (a) the annual turnover of the issuer exceeds GBP 8,800,000; (b) the balance sheet total of the issuer exceeds GBP 8,800,000; or (c) the number of staff employed by the issuer exceeds 50."
cand-00422,rule,133c9f04cf33c69f,rule,4,Solvency Capital Requirement - Standard Formula,4,https://www.prarulebook.co.uk/pra-rules/solvency-capital-requirement---standard-formula/01-06-2026#ce4d6394ce8f4e2aa8c238b8d95fcb40,"GBP 880,000",Monetary amount appears with threshold/trigger language.,"The total amount owed to the firm and, where relevant, to all related undertakings , including any exposure in default, by the counterparty or other connected third party, must not, to the knowledge of the firm , exceed GBP 880,000 and the firm must take reasonable steps to acquire this knowledge."
cand-00423,rule,364ef99179d22454,rule,Article 132(8),Standardised Approach and Internal Ratings Based Approach to Credit Risk (CRR),8,https://www.prarulebook.co.uk/pra-rules/standardised-approach-and-internal-ratings-based-approach-to-credit-risk-crr/01-06-2026#5773bf5dc9a44669979c654757fb823d,£500 m,Monetary amount appears with threshold/trigger language.,(a) An institution must notify the competent authority if either: (i) the total risk weighted exposure amounts for all of its exposures in the form of units or shares in relevant CIUs exceed 0.5% of the institution's total risk weighted exposures for credit risk and dilution risk calculated in accordance with Title II of Part Three of the CRR; or (ii) the total exposure values for all of its exposures in the form of units or shares in relevant CIUs exceed £500 million; in each case calculated on an individual or consolidated basis. (b) Institutions must make the notification in (a) promptly if: (i) at any time either of the thresholds in (a) (i) or (ii) is reached; and (ii) until such time a
cand-00424,rule,acc7774d0aae6370,rule,3.3,Third Country Branches,3.3,https://www.prarulebook.co.uk/pra-rules/third-country-branches/01-06-2026#7793f9e0067f48c5ab23e0a5f18f7ebe,"£600,000; £875,000",Monetary amount appears with threshold/trigger language.,"A third country branch undertaking (except a third country branch undertaking that has a third country pure reinsurance branch ) must hold on deposit as security in the UK with a CRD credit institution assets of an amount equal to at least: (1) £600,000 for a third country insurance branch whose insurance business is limited to general insurance business , except in the case where all or some of the general insurance business classes 10 to 15 are covered, in which case the amount must be at least £875,000; (2) £875,000 for a third country insurance branch whose insurance business is limited to long-term insurance business ; or (3) the sum of the amounts set out in (1) and (2) for a third country insurance branch that is a composite third country branch ."
cand-00426,rule,88c8d9b87dcdf4e7,rule,Article 4(1),Trading Book (CRR),1,https://www.prarulebook.co.uk/pra-rules/trading-book-crr/01-06-2026#ef792642ee5b4194b1beab56db3e84c2,GBP 13 billion,Monetary amount appears with threshold/trigger language.,"Institutions may apply the simplified approach described in this Chapter 2 of this Chapter 4 of the Trading Book (CRR) Part of the PRA Rulebook only if the sum of the absolute value of fair-valued assets and liabilities, as stated in the institution's financial statements under the applicable accounting framework, is less than GBP 13 billion."
cand-00425,rule,80c7f55e4cacd4d0,rule,Article 94(1),Trading Book (CRR),1,https://www.prarulebook.co.uk/pra-rules/trading-book-crr/01-06-2026#68b7c61f1325440189b0cb0a3c493023,GBP 44 m,Monetary amount appears with threshold/trigger language.,"By way of derogation from point (b) of Article 92(3), institutions may calculate the own funds requirement for their trading book business in accordance with paragraph 2 of this Article, provided that the size of the institutions' on- and off-balance-sheet trading book business is equal to or less than both of the following thresholds on the basis of an assessment carried out on a monthly basis using the data as of the last day of the month: (a) 5% of the institution's total assets; (b) GBP 44 million."
cand-00449,rule,cf0bda9a4d2e463c,rule,Schedules,Waivers Transitional Provisions,Schedules,https://www.prarulebook.co.uk/pra-rules/waivers-transitional-provisions/01-06-2026#47f7b73a2a0e454096fdc16ccc7eeff2,€150 m,Monetary amount appears with threshold/trigger language.,340 15 Waiver of 100% large exposure limit where the €150 million limit applies - BIPRU 10.6.32R – As waived in accordance with BIPRU 10.6.33G - SUP 15.3.11R - Art.
cand-00084,sop,a30eb48e925d4f20,guidance_document,SoP1/25 – The Prudential Regulation Authority’s approach to policy,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026,£73.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,Approach to our primary objectives 3.1 The UK is a leading international financial centre with a surplus of financial services trade of £73.2 billion in 202315.
cand-00085,sop,a30eb48e925d4f20,guidance_document,SoP1/25 – The Prudential Regulation Authority’s approach to policy,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026,£208.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"It contributed £208.2 billion to the UK economy in 2023, 8.8% of total economic output.17 The UK financial sector supports the wider economy through its provision of vital services."
cand-00086,sop,a30eb48e925d4f20,guidance_document,SoP1/25 – The Prudential Regulation Authority’s approach to policy,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026,£1.2,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"At its peak, total UK government support for the financial system in cash and guarantees amounted to almost £1.2 trillion.18 3.4 Strong prudential standards are an essential component of mitigating the risks of financial crises and achieving wider financial stability."
cand-00087,sop,a58546456013dc55,guidance_document,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026,£207 billion; £47 billion; £22 billion; £156 billion; £14 billion; £12 billion; £10 billion; £4 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Other overseas Major British retail banks £207 billion banks C h a rt 4 B a n ks’ cu m u la tive w rite -o ffs(a) £47 billion Per cent of total loans 8 Medium-sized and small British banks £22 billion 6 Japanese British banks merchant Building societies £156 billion £14 billion banks £12 billion US banks Vulnerable 4 £10 billion small banks £4 billion(b) (a) Sto ck o f sterlin g-d en o m in ated lo an s to U K resid en ts, exclu d in g fin an cialin stitu tio n s."
