candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet
cand-00179,sop,989bb54f71529cf6,guidance_paragraph,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime 3.4,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime,3.4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-small-domestic-deposit-taker-sddt-regime/01-06-2026#pdf-page-7,£20 billion,Monetary amount appears with threshold/trigger language.,"If a firm in this position wishes to be subject to the SDDT regime, it should apply to the PRA under section 138A of the Financial Services and Markets Act 2000 (FSMA 2000) for a modification of the SDDT criteria, so that instead of the criterion specifying ‘any parent undertaking of the firm is a UK undertaking’, there is a criterion to the effect that the group’s total assets do not exceed £20 billion, appropriately tailored to the circumstances of the group."
cand-00180,sop,30347f83654c18bc,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 1,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,1,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£25; £75; £125 m,Monetary amount appears with threshold/trigger language.,£25-75 million £75-125 million > £125 million
cand-00181,sop,3b9190fece11dd82,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 2,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,2,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£15; £45; £75 m,Monetary amount appears with threshold/trigger language.,£15-45 million £45-75 million > £75 million
cand-00182,sop,deb9108b26487dff,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 3,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£1; £7; £15 m,Monetary amount appears with threshold/trigger language.,£1-7 million £7-15 million > £15 million
cand-00183,sop,2f5e53838e03f6f6,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 4,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£1 m; £1; £2 m,Monetary amount appears with threshold/trigger language.,£1 million £1-2 million > £2 million 4.21.
cand-00157,sop,13618bc0c1f0880b,guidance_paragraph,SoP3/15 – The Prudential Regulation Authority's approach to insurance business transfers 2.13A,SoP3/15 – The Prudential Regulation Authority's approach to insurance business transfers,2.13A,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-insurance-business-transfers/01-06-2026#229fb61dd7ff4908a192c1ce814ad2d1,£100 m,Monetary amount appears with threshold/trigger language.,"Where a scheme involves a book of non-life insurance business in run-off, with gross technical provisions of more than £100 million, 10 and where the scheme will increase the transferee’s technical provisions by more than 10%, the PRA intends to exercise its powers under s166 of FSMA in order to assess the operational readiness of the transferee to accept the scheme in most cases, except where it is able to satisfy itself by other means such as a recent s166 assessment in the same area or an equivalent assessment by an independent body or regulator."
cand-00158,sop,b004bd8e6ec0c040,guidance_paragraph,SoP3/16 – Calculating risk-based levies for the Financial Services Compensation Scheme deposits class 3.8,SoP3/16 – Calculating risk-based levies for the Financial Services Compensation Scheme deposits class,3.8,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---calculating-risk-based-levies-for-the-fscs-deposits-class/01-06-2026#7cd851fd17764dce870c895931303756,£5 m; £10 m,Monetary amount appears with threshold/trigger language.,"The PRA will use the following calibration scales to attribute IRSs for each risk indicator for each DGS member that is a credit union in each levy cycle: (i) Leverage ratio Bucket Total assets of less than £5 million or fewer than 5,000 members ≤3% >3% Total assets of more than £5 million or more than 5,000 members ≤5% >5% Total assets of more than £10 million, more than 15,000 members or undertakes an additional activity other than providing transactional accounts ≤8% >8% IRS 100 0 Leverage ratio will be calculated as the ratio of total reserves 13 to total assets 14 . (ii) Liquidity ratio Bucket ≤10% >10% IRS 100 0 Liquidity ratio will be calculated as the ratio of liquid assets 15 to total relevant liabilities 16 . (iii) Non-performing loans (NPL) Ratio Bucket (by percentile rank) 0–20 th 20 th –40 th 40 th –60 th 60 th –80 th 80 th –100 th IRS 0 25 50 75 100 NPL ratio will be calculated as the ratio of total net liabilities in arrears 17 to total net liabilities 18 . (iv) Return on assets (RoA) Bucket (by percentile rank) 0–20 th 20 th –40 th 40 th –60 th 60 th –80 th 80 th –100 th IRS 100 75 50 25 0 RoA will be calculated as the ratio of profit/loss after tax excluding grant "
cand-00184,sop,4f0d3802927d6040,guidance_paragraph,SoP3/23 – Operating the Interim Capital Regime 3.3,SoP3/23 – Operating the Interim Capital Regime,3.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-interim-capital-regime/01-06-2026#pdf-page-6,£20 billion,Monetary amount appears with threshold/trigger language.,The PRA considers that this is likely to be the case where the firm can demonstrate that the group’s total assets do not exceed £20 billion when calculated on the following basis: • the measure of total assets is comparable to the measure used in the SDDT criteria and calculated using the average of this measure during the previous 36 months; and • the entities included in or excluded from the group for this purpose are determined using approximately the same principles as those used when establishing the boundaries of a UK consolidation group.
cand-00185,sop,b16ea09dd8aecbc1,guidance_paragraph,SoP3/23 – Operating the Interim Capital Regime PDF paragraph 19,SoP3/23 – Operating the Interim Capital Regime,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-interim-capital-regime/01-06-2026#pdf-page-6,£20 billion,Monetary amount appears with threshold/trigger language.,"of the SDDT criteria, so that instead of the criterion specifying ‘any parent undertaking of the firm is a UK undertaking’, there is a criterion to the effect that the group’s total assets do not exceed £20 billion, appropriately tailored to the circumstances of the group."
cand-00187,sop,6d1e1f9930f26549,guidance_paragraph,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer 1,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer,1,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-implementation-of-the-o-sii/01-06-2026#pdf-page-5,£25bn; £35bn,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"The draft Financial Services and Markets Act 2000 (Ring-fenced Bodies, Core Activities, Excluded Activities and Prohibitions) (Amendment) Order 2023 (the ‘draft 2023 Order’), published by HMT on Thursday 28 September 2023, proposes to change the core deposit level condition from £25bn to £35bn."
cand-00186,sop,b143ecfff7d9ab74,guidance_paragraph,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer 2.3,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer,2.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-implementation-of-the-o-sii/01-06-2026#pdf-page-4,£35 billion,Monetary amount appears with threshold/trigger language.,"The PRA only applies an O-SII buffer to all banking groups containing RFBs, within the meaning of Section 142A of the Financial Services and Markets Act 2000 (FSMA), and large building societies that hold more than £35 billion in deposits (where one or more of the account holders is a small business) and shares (excluding deferred shares).1 Jointly, these are referred to as ‘firms that are subject to the O-SII buffer’."
cand-00159,sop,de905c1e8627d8cf,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.33,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.33,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#a6dde1c436744aa89ad5672d4fdf8667,£94m; £3778m; £19m; £3778,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Assume the CCoB is £94m (2.5% of £3778m – the starting RWAs), and CCyB is set at £19m (0.5% of £3778 RWAs)."
cand-00160,sop,de905c1e8627d8cf,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.33,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.33,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#a6dde1c436744aa89ad5672d4fdf8667,£136m; £94m; £19m; £23m; £3778m,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,£136m minus £94m minus £19m = £23m (0.6% of £3778m RWAs).
cand-00161,sop,43505e0174bd18f6,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.47,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.47,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#44cbbc6d398e499c833c746419a7e1c8,£5 billion,Monetary amount appears with threshold/trigger language.,"All firms with total assets equal to or greater than £5 billion, at the relevant level of consolidation used as the basis of their ICAAP, must report the data in the stress testing Pillar 2 data item (PRA111) in accordance with Reporting Pillar 2."
cand-00162,sop,43505e0174bd18f6,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.47,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.47,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#44cbbc6d398e499c833c746419a7e1c8,£5 billion,Monetary amount appears with threshold/trigger language.,Firms with total assets less than £5 billion may be requested by supervisors to complete PRA111 on a case-by-case basis.
cand-00277,sop,649aa1e54c29cce1,guidance_paragraph,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision 2.29,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision,2.29,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pra-approach-to-insurance-branch-authorisation-and-supervision/01-06-2026#pdf-page-13,£600 m,Monetary amount appears with threshold/trigger language.,"While not a hard threshold, the PRA expects third-country branches to have under £600 million of insurance liabilities covered by the FSCS when operating as a branch and may consider authorisation as a subsidiary as an alternative where this is not the case."
cand-00278,sop,bc96fc6a4dfc3dcb,guidance_paragraph,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision 2.33,SoP7/24 – The Prudential Regulation Authority’s approach to insurance branch authorisation and supervision,2.33,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pra-approach-to-insurance-branch-authorisation-and-supervision/01-06-2026#pdf-page-14,£600500 m,Monetary amount appears with threshold/trigger language.,"If an insurer’s FSCS liabilities are below the threshold of £600500 million, it could still, in some cases, pose a risk to the financial stability of the UK."
cand-00001,ss,3d1b2de118f9762f,guidance_document,LSS7/13 – The relationship between the external auditor and the supervisor: a code of practice,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/lss07-13----the-relationship-between-the-external-auditor-and-the-supervisor-a-code-of-practice/01-06-2026,"EUR 730,000,",Monetary amount appears with threshold/trigger language.,"The key risks identified during the meeting should be shared with should involve at least the supervisory team leader, the lead the lead audit partner before finalisation. (4) An investment firm would meet the conditions for designation by the PRA where, audit partner and the chair of the audit committee (or an broadly speaking, it: alternate independent non-executive director if appropriate to (a) has, or has applied for, permission to deal in investments as principal; and (b) has, or would have if it were authorised, a minimum capital of EUR 730,000, the circumstances)."
cand-00002,ss,9dc2cf04876cb410,guidance_document,SS10/13 – Credit risk - standardised approach,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss10-13----credit-risk---standardised-approach/01-06-2026,€1 m,Monetary amount appears with threshold/trigger language.,"Retail exposures 4.1 Where an exposure is denominated in a currency other than the Euro, the PRA expects firms to use appropriate and consistent exchange rates to determine compliance with relevant CRR thresholds.1 Accordingly, the PRA expects a firm to calculate the Euro equivalent value of the exposure for the purposes of establishing compliance with the aggregate monetary limit of €1 million for retail exposures using a set of exchange rates the firm considers to be appropriate."
cand-00003,ss,05c1c6dd373ebc28,guidance_document,SS10/16 – Solvency II: Remuneration requirements,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss10-16---solvency-ii-remuneration-requirements/01-06-2026,"£500,000",Monetary amount appears with threshold/trigger language.,"In this context, firms may be aware that, in respect of UK banking and asset management entities (subject to CRD, AIFMD and UCITS V), current PRA and FCA guidance2 provides for the prescriptive requirements on deferral to be disapplied if an individual has total remuneration of no more than £500,000 and has been awarded variable remuneration of no more than 33% of their total remuneration."
cand-00004,ss,2bb3e2fe012dc849,guidance_document,SS11/13 – Internal Ratings Based (IRB) approaches,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss11-13--internal-ratings-based-irb-approaches/01-06-2026,£1 billion,Monetary amount appears with threshold/trigger language.,6.3 The PRA considers that the ‘limited number of material counterparties’ test is unlikely to be met if for the UK group total exposures to ‘higher-risk’ sovereigns and institutions exceed either £1 billion or 5% of total assets (other than in the case of temporary fluctuations above these levels).
cand-00005,ss,2bb3e2fe012dc849,guidance_document,SS11/13 – Internal Ratings Based (IRB) approaches,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss11-13--internal-ratings-based-irb-approaches/01-06-2026,£200 m; £100 m,Monetary amount appears with threshold/trigger language.,"These models continue to be monitored as required by the CRR. (d) Only adjustments that increase RWA and EL are made and there should be no netting of adjustments across portfolios (eg if there are two data issues, in separate portfolios, one which increases RWA by £200 million and one that decreased RWA by £100 million, only the adjustment increase of £200 million is applied)."
cand-00006,ss,e7a88ca8839e99d0,guidance_document,SS13/16 – Underwriting standards for buy-to-let mortgage contracts,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss13-16---underwriting-standards-for-buy-to-let-mortgage-contracts/01-06-2026,"£300,000,; £3,000,000,",Monetary amount appears with threshold/trigger language.,"Expected rental income should be verified by a suitably qualified valuer who is independent of the borrower, automated valuation models or evidence of an existing rental agreement, subject to appropriate policies, controls and risk management. (iv) If a firm is aware that there is likely to be a future change in the income of the borrower during the term of the buy-to-let mortgage contract, such as retirement, the firm should take this into account. (v) For ‘high net worth borrowers’ firms may use the borrower’s wealth in assessing the affordability for the buy-to-let mortgage contract (for the purposes of this SS ‘high net worth borrower’ means a borrower with an annual net income of no less than £300,000, or net assets of no less than £3,000,000, or whose obligations are guaranteed by a person with an income or assets of such amount). (vi) Firms should obtain evidence of the income or wealth of the borrower using appropriate methods of validation. (b) Credit commitments: (i) Examples of credit commitments include mortgages (from all of the borrower’s properties), loans, motor finance and credit cards which will continue after the buy- to-let mortgage contract is entered into. (ii"
cand-00007,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£1,000,",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"2 A firm must show amounts to the nearest £1,000, in accordance with Insurance Company – Reporting 6.14."
cand-00008,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£20,000",Monetary amount appears with threshold/trigger language.,"23 In each case, where a counterparty exposure of the insurer which is subject to any of the limits set out in the Insurance Company – Exposure Limits 7.4(1) exceeds at the end of the financial year in question: (a) 5% of the sum of its base capital resources requirement and its long-term insurance liabilities, excluding property linked liabilities and net of reinsurance ceded; or (b) the sum of £20,000 and 5% of its liabilities arising from its general insurance business, net of reinsurance ceded, as appropriate: (a) the amount of that exposure; and (b) the nature of the assets held which give rise to that exposure, should be stated by way of a supplementary note to Form 13 (using Code 1306 for other than long- term insurance business and Code 1312 for long term insurance business)."
cand-00009,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£10m; £1m,Monetary amount appears with threshold/trigger language.,12 For each risk category in the Instruction 11 only applies if the amount included in columns 2 plus 3 plus 4 on Form 20A that arises from transferred policies exceeds £10m or the higher of £1m and 10% of the amount shown in columns 2 plus 3 plus 4 on Form 20A for that risk category.
cand-00010,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£ 20,000",Monetary amount appears with threshold/trigger language.,"5 For the purpose of material connected party disclosure, material connected- party transaction means a connected party transaction for which (together with any similar transactions): (a) the price actually paid or received for the transfer of assets or liabilities or the performance of services; (b) the price which would have been paid or received had that transaction been negotiated at arm’s length between unconnected parties, exceeds; (c) in the case of an insurer that carries on long-term insurance business but not general insurance business, 5% of the insurer’s liabilities arising from its long-term insurance business, excluding property-linked liabilities and net of reinsurance ceded; Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 41 (d) in the case of an insurer that carries on general insurance business, but not long-term insurance business, the sum of £ 20,000 and 5% of the insurer’s liabilities arising from its general insurance business, net of reinsurance ceded; or (e) in the case of an insurer that carries on both types of business either: a."
cand-00011,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£ 20,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"5% of the insurer’s liabilities arising from its long-term insurance business, excluding property linked liabilities, net of reinsurance ceded where the transaction is in connection with the insurer’s long-term insurance business; or b. in other cases, the sum of £ 20,000 and 5% of the insurer’s liabilities arising from general insurance business net of reinsurance ceded."
cand-00012,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"21 Amounts in any other currency than sterling should be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that currency, the amounts should be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ should be inserted in the box labelled ‘Monetary units’."
cand-00013,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"19 Amounts in any other currency than sterling should be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that currency, the amounts should be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ should be inserted in the box labelled ‘Monetary units’."
cand-00014,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"11 Amounts in any other currency than sterling should be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that currency, the amounts should be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ should be inserted in the box labelled ‘Monetary units’."
cand-00015,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"14 Amounts in any other currency than sterling must be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that currency, the amounts must be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ must be inserted in the box labelled ‘Monetary units’."
cand-00016,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"19 Amounts in any other currency than sterling should be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 69 exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that currency, the amounts must be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ must be inserted in the box labelled ‘Monetary units’."
cand-00017,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"14 Amounts in any other currency than sterling should be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that currency, the amounts should be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ should be inserted in the box labelled ‘Monetary units’."
cand-00018,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,£1,Monetary amount appears with threshold/trigger language.,"18 Amounts in any other currency than sterling should be shown to the nearer 1,000 principal monetary units of that currency except that, where the rate of exchange of the currency in relation to £1 sterling on the last day of the financial year in question exceeded 1,000 principal monetary units of that Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 75 currency, the amounts should be shown to the nearer 1,000,000 principal monetary units and ‘000,000’ should be inserted in the box labelled ‘Monetary units’."
cand-00019,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£ 20,000",Monetary amount appears with threshold/trigger language.,"19 For the purpose of material connected party disclosure, material connected- party transaction means a connected party transaction for which (together with any similar transactions): (a) the price actually paid or received for the transfer of assets or liabilities or the performance of services; or (b) the price which would have been paid or received had that transaction been negotiated at arm’s length between unconnected parties, exceeds, (c) in the case of an insurer that carries on long-term insurance business but not general insurance business, 5% of the insurer’s liabilities arising from its long-term insurance business, excluding property-linked liabilities and net of reinsurance ceded; or (d) in the case of an insurer that carries on general insurance business, but not long-term insurance business, the sum of £ 20,000 and 5% of the insurer’s liabilities arising from its general insurance business, net of reinsurance ceded; or (e) in the case of an insurer that carries on both types of business either: a."
cand-00020,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£10m; £500,000,",Monetary amount appears with threshold/trigger language.,"7 A supplementary note setting out the name of the fund, the net asset value and the liquidity ratio Code 4405 should be provided for any fund – (a) whose net asset value is greater than £10m, and with respect to which there is negative liquidity ratio exceeding 0.05 in magnitude; and (b) whose net asset value is greater than £500,000, and with respect to which there is a negative liquidity ratio exceeding 0.5 in magnitude, where the liquidity ratio is the sum of approved securities, short term deposits and cash held in the fund less the liabilities of the fund expressed as a ratio of the net asset value of the fund."
cand-00021,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£1,000",Monetary amount appears with threshold/trigger language.,"Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 91 Appendix 38: Instructions for completion of Form M1 - Marine mutuals : Revenue account 1 A firm should show amounts to the nearest £1,000."
cand-00022,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£1,000",Monetary amount appears with threshold/trigger language.,"92 Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 Appendix 39: Instructions for completion of Form M2 - Marine mutuals: Statement of assets and liabilities 1 A firm should show amounts to the nearest £1,000."
cand-00023,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£1,000",Monetary amount appears with threshold/trigger language.,"Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 93 Appendix 40: Instructions for completion of Form M3 - Marine Mutuals: Analysis of admissible assets 1 A firm should show amounts to the nearest £1,000."
cand-00024,ss,22eabaaf24b94155,guidance_document,SS14/16 – Reporting instructions for non Solvency II firms except friendly societies,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss14-16---reporting-instructions-for-non-solvency-ii-firms-except-friendly-societies/01-06-2026,"£1,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"96 Reporting instructions for non-Solvency II firms (except friendly societies) October 2016 Appendix 42: Instructions for completion of Form M5 - Marine mutuals: Analysis of derivative contracts 1 A firm should show amounts to the nearest £1,000."
cand-00025,ss,38b5b1ef74c0955c,guidance_document,SS19/13 – Resolution planning,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-13-resolution-planning/01-06-2026,£85k,Monetary amount appears with threshold/trigger language.,"For UK deposits: Total number of Financial Services Compensation Scheme (FSCS) eligible accounts and customers, and liabilities (£mn), broken down into: accounts with covered balances up to £85k limit (number of customers and liabilities (£mn)) accounts with balances that are above the £85k covered by the FSCS (number of customers and liabilities (£mn)) Number of accounts and customers, and total liabilities (£mn) that are ineligible for FSCS protection."
cand-00026,ss,38b5b1ef74c0955c,guidance_document,SS19/13 – Resolution planning,,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-13-resolution-planning/01-06-2026,€43 m; €50 m,Monetary amount appears with threshold/trigger language.,"Custody Services Safe custody assets held (£mn) Client money held (£mn) Description of ancillary services offered in custody eg securities lending, general prime brokerage services Resolution planning June 2018 13 Payments, Third-Party Operational For each (the list below is not exhaustive): clearing Services Credit card systems custody & Cheque processing settlement Back office for retail banking (b) Provide: Description of service Number of clients provided with service Number of other providers (a) As defined in Article 2.1(f) of the EU Prospectus Directive, SME refers to companies, which, according to their last annual or consolidated accounts, meet at least two of the following three criteria: (i) an average number of employees during the financial year of less than 250, (ii) a total balance sheet not exceeding €43 million, (iii) an annual net turnover not exceeding €50 million. (b) The payments, clearing and settlement function is limited to those provided by firms to their clients."
